t,d2,d_out,p_out,p_out_unitary,delta_p_out,A_stationary_frobenius,B_frobenius,trace_error,hermitian_error,A_min_eigenvalue,pair_index,physical_min_eigenvalue
2.765500000000000000e+03,4.289651964031129250e-01,7.231255173695843030e-01,3.164708463290767382e-01,2.348215184039548209e-04,3.162360248106728111e-01,1.695162699263619982e-02,0.000000000000000000e+00,1.401618280016315104e-12,1.244822026561684582e-12,7.878039500838560083e-02,5.000000000000000000e+00,3.939019750419280042e-02
2.765600000000000364e+03,3.012625365524011500e-01,7.231275871079279050e-01,3.164806124411414512e-01,4.135042369174113386e-04,3.160671082042240121e-01,1.694880424613739306e-02,0.000000000000000000e+00,1.401699202385764902e-12,1.244855306812122061e-12,7.878045674206302085e-02,1.200000000000000000e+01,3.939022837103151042e-02
2.765700000000000273e+03,3.647049799618524712e-01,7.231306220134752216e-01,3.164909636171547858e-01,7.614677740545028328e-04,3.157294958431002829e-01,1.694491329439017438e-02,0.000000000000000000e+00,1.401715387200752441e-12,1.240008321625862757e-12,7.878054041632084892e-02,9.000000000000000000e+00,3.939027020816042446e-02
2.765800000000000182e+03,3.934481752463232507e-01,7.231345082790725520e-01,3.165011314889525362e-01,1.243750740575845504e-03,3.152573807483766699e-01,1.694043157704489683e-02,0.000000000000000000e+00,1.401821946953324867e-12,1.244897600938959759e-12,7.878063553420204534e-02,9.000000000000000000e+00,3.939031776710102267e-02
2.765900000000000091e+03,3.519512061860487484e-01,7.231384403470388911e-01,3.165103513473607189e-01,1.807145016598281362e-03,3.147032063307624306e-01,1.693601216737094378e-02,0.000000000000000000e+00,1.401874620798645269e-12,1.244894542589391846e-12,7.878072810025853190e-02,9.000000000000000000e+00,3.939036405012926595e-02
2.766000000000000000e+03,3.142564256296942471e-01,7.231410586996405154e-01,3.165179185514774285e-01,2.384157346695635338e-03,3.141337612047818140e-01,1.693228975980419146e-02,0.000000000000000000e+00,1.401891383931605836e-12,1.244883281095015836e-12,7.878080482225258141e-02,5.000000000000000000e+00,3.939040241112629070e-02
2.766100000000000364e+03,4.655088804086346954e-01,7.231410096338598548e-01,3.165232439181706603e-01,2.900981484189526539e-03,3.136222624339811138e-01,1.692969192794924194e-02,0.000000000000000000e+00,1.401971407863638470e-12,1.244862739249107508e-12,7.878085716683157214e-02,1.200000000000000000e+01,3.939042858341578607e-02
2.766200000000000273e+03,6.003242067491456613e-01,7.231376901421782133e-01,3.165259032875093470e-01,3.288578748147711651e-03,3.132373245393616501e-01,1.692831189286335761e-02,0.000000000000000000e+00,1.401990165321735273e-12,1.244856553768817065e-12,7.878088394667734362e-02,1.200000000000000000e+01,3.939044197333867181e-02
2.766300000000000182e+03,6.784072873387919644e-01,7.231318095040242255e-01,3.165256760307927353e-01,3.495029512789052731e-03,3.130306465180036635e-01,1.692788084583747230e-02,0.000000000000000000e+00,1.402071755024696012e-12,1.244864852735842706e-12,7.878089161040571775e-02,1.200000000000000000e+01,3.939044580520285888e-02
2.766400000000000091e+03,6.853512810461166449e-01,7.231254379059915971e-01,3.165225676758923745e-01,3.496628734847442768e-03,3.130259389410449122e-01,1.692784809571657237e-02,0.000000000000000000e+00,1.402113489381091475e-12,1.240018575379690226e-12,7.878089221566829392e-02,1.200000000000000000e+01,3.939044610783414696e-02
2.766500000000000000e+03,6.198793696908453388e-01,7.231214157997600811e-01,3.165168131663523843e-01,3.304993361767778488e-03,3.132118198045846236e-01,1.692754500745356425e-02,0.000000000000000000e+00,1.402167889898607353e-12,1.240047405772099904e-12,7.878089980752400745e-02,1.200000000000000000e+01,3.939044990376200372e-02
2.766600000000000364e+03,4.941599233537373181e-01,7.231222848917406854e-01,3.165088594030478486e-01,2.967912892620396502e-03,3.135409465104274651e-01,1.692638375257968231e-02,0.000000000000000000e+00,1.402273971473438560e-12,1.244953480551029001e-12,7.878092631796555778e-02,1.200000000000000000e+01,3.939046315898277889e-02
2.766700000000000273e+03,3.307348701485112175e-01,7.231291483528912156e-01,3.164993282806197739e-01,2.562844876745903194e-03,3.139364834038738672e-01,1.692403177255599744e-02,0.000000000000000000e+00,1.402296007035143751e-12,1.240133589651469852e-12,7.878097812308679226e-02,1.200000000000000000e+01,3.939048906154339613e-02
2.766800000000000182e+03,3.359318958089325680e-01,7.231409579621697059e-01,3.164889639355998874e-01,2.183656909092154819e-03,3.143053070265077187e-01,1.692051033205942828e-02,0.000000000000000000e+00,1.402318793375709595e-12,1.245034905394203100e-12,7.878105416978382902e-02,9.000000000000000000e+00,3.939052708489191451e-02
2.766900000000000091e+03,3.895106125748727943e-01,7.231546032436106941e-01,3.164785698739785991e-01,1.923047210828011944e-03,3.145555226631505663e-01,1.691618811783295734e-02,0.000000000000000000e+00,1.402364087683856876e-12,1.245049405790439062e-12,7.878114620857855355e-02,9.000000000000000000e+00,3.939057310428927677e-02
2.767000000000000000e+03,3.738894684700758697e-01,7.231658758269980947e-01,3.164689426708234277e-01,1.854502373473704280e-03,3.146144402973497511e-01,1.691167179891833738e-02,0.000000000000000000e+00,1.402448934352542367e-12,1.245062741367863539e-12,7.878124115387875881e-02,9.000000000000000000e+00,3.939062057693937940e-02
2.767100000000000364e+03,2.937631364440692616e-01,7.231710168507459180e-01,3.164608088790802909e-01,2.018163132742584187e-03,3.144426457463377345e-01,1.690762586276622556e-02,0.000000000000000000e+00,1.402494118758555513e-12,1.245050105302882936e-12,7.878132497275561197e-02,9.000000000000000000e+00,3.939066248637780598e-02
2.767200000000000273e+03,3.975107241734793795e-01,7.231682780392851839e-01,3.164547707467527116e-01,2.414269784839051525e-03,3.140405009619136600e-01,1.690457508728477817e-02,0.000000000000000000e+00,1.402518939559960391e-12,1.245028121775775105e-12,7.878138694898997874e-02,5.000000000000000000e+00,3.939069347449498937e-02
2.767300000000000182e+03,5.406597152622050206e-01,7.231588618797060164e-01,3.164512646360387316e-01,3.006008163914247744e-03,3.134452564721245116e-01,1.690274840878852602e-02,0.000000000000000000e+00,1.402566417817741098e-12,1.245030448902208597e-12,7.878142295226932268e-02,5.000000000000000000e+00,3.939071147613466134e-02
2.767400000000000091e+03,6.368468216871631116e-01,7.231467956573879308e-01,3.164505341023191587e-01,3.731028276324238613e-03,3.127195058259949478e-01,1.690201081997830257e-02,0.000000000000000000e+00,1.402733178610590298e-12,1.240182482089376772e-12,7.878143664494846599e-02,5.000000000000000000e+00,3.939071832247423299e-02
2.767500000000000000e+03,6.691456504966800667e-01,7.231376798473058143e-01,3.164526178607741658e-01,4.518402834557927461e-03,3.119342150262162106e-01,1.690190367755358553e-02,0.000000000000000000e+00,1.402726162422478503e-12,1.240193531334398078e-12,7.878143828728904896e-02,5.000000000000000000e+00,3.939071914364452448e-02
2.767600000000000364e+03,6.317932505838002033e-01,7.231366939395421634e-01,3.164573516586954849e-01,5.306138408525729044e-03,3.111512132501697558e-01,1.690178131251528215e-02,0.000000000000000000e+00,1.402780886146530886e-12,1.245067799740423219e-12,7.878144161137648482e-02,5.000000000000000000e+00,3.939072080568824241e-02
2.767700000000000273e+03,5.315995142995366685e-01,7.231465704210791046e-01,3.164643824978748965e-01,6.054143426557634378e-03,3.104102390713172621e-01,1.690100306633848803e-02,0.000000000000000000e+00,1.402826821182120596e-12,1.240245278976640896e-12,7.878145977506487152e-02,5.000000000000000000e+00,3.939072988753243576e-02
2.767800000000000182e+03,3.862371045635597522e-01,7.231663202189181350e-01,3.164731936144282165e-01,6.748951764037086631e-03,3.097242418503911576e-01,1.689912354267648562e-02,0.000000000000000000e+00,1.402879971168651229e-12,1.240290804414933557e-12,7.878150155783920916e-02,5.000000000000000000e+00,3.939075077891960458e-02
2.767900000000000091e+03,2.968201868884939865e-01,7.231912609491817356e-01,3.164831388587439065e-01,7.399124318221955710e-03,3.090840145405219230e-01,1.689602467822412871e-02,0.000000000000000000e+00,1.402929081293499517e-12,1.245166236063483619e-12,7.878156881323801486e-02,9.000000000000000000e+00,3.939078440661900743e-02
2.768000000000000000e+03,3.729640815697817247e-01,7.232144337132782042e-01,3.164934852961318601e-01,8.023289365149052776e-03,3.084701959309827934e-01,1.689195065611426294e-02,0.000000000000000000e+00,1.403001250202726392e-12,1.245195872810425683e-12,7.878165587074482945e-02,9.000000000000000000e+00,3.939082793537241473e-02
2.768100000000000364e+03,3.842865628307077785e-01,7.232289667071418737e-01,3.165034626915695926e-01,8.635234810943942518e-03,3.078682278806256223e-01,1.688743540341910987e-02,0.000000000000000000e+00,1.403054577995410809e-12,1.245204792058655689e-12,7.878175111978581724e-02,9.000000000000000000e+00,3.939087555989290862e-02
2.768200000000000273e+03,3.274720623222440730e-01,7.232305599502656390e-01,3.165123179237676609e-01,9.231482089942386060e-03,3.072808358338252610e-01,1.688314407410861431e-02,0.000000000000000000e+00,1.403104863523458222e-12,1.245199417440687447e-12,7.878184041830728346e-02,9.000000000000000000e+00,3.939092020915364173e-02
2.768300000000000182e+03,3.352110943677301114e-01,7.232191788994258852e-01,3.165193713707324941e-01,9.785958335973126906e-03,3.067334130347593724e-01,1.687967539993945679e-02,0.000000000000000000e+00,1.403125318188428600e-12,1.245185323401579889e-12,7.878191136145036577e-02,1.200000000000000000e+01,3.939095568072518289e-02
2.768400000000000091e+03,4.958602429499784914e-01,7.231992964727655959e-01,3.165240711847045474e-01,1.025396131409596519e-02,3.062701098706085978e-01,1.687738360469835316e-02,0.000000000000000000e+00,1.403257430260201406e-12,1.240346222231371260e-12,7.878195707060953179e-02,1.200000000000000000e+01,3.939097853530476590e-02
2.768500000000000000e+03,6.178095672471771715e-01,7.231785281940003030e-01,3.165260405040992153e-01,1.058436563978555622e-02,3.059416748643136730e-01,1.687627299899752131e-02,0.000000000000000000e+00,1.403309435407730937e-12,1.240336267172157839e-12,7.878197826198171660e-02,1.200000000000000000e+01,3.939098913099085830e-02
2.768600000000000364e+03,6.792307939788161386e-01,7.231650863549612396e-01,3.165251124060975974e-01,1.073604674588500736e-02,3.057890656602125778e-01,1.687599678914595766e-02,0.000000000000000000e+00,1.403323012654984530e-12,1.245170740016911741e-12,7.878198294952860892e-02,1.200000000000000000e+01,3.939099147476430446e-02
2.768700000000000273e+03,6.687735736172206735e-01,7.231649269593922735e-01,3.165213480358233800e-01,1.069283916926942919e-02,3.058285088665539386e-01,1.687596043085524966e-02,0.000000000000000000e+00,1.403350698334724750e-12,1.240361629980189822e-12,7.878198396098352874e-02,1.200000000000000000e+01,3.939099198049176437e-02
2.768800000000000182e+03,5.884092343482013598e-01,7.231796069367795177e-01,3.165150348965708460e-01,1.047161275915568096e-02,3.060434221374151442e-01,1.687549856056041672e-02,0.000000000000000000e+00,1.403431040524170706e-12,1.240401948852441351e-12,7.878199511578966308e-02,1.200000000000000000e+01,3.939099755789483154e-02
2.768900000000000091e+03,4.529281713013062483e-01,7.232056408806871728e-01,3.165066645513084920e-01,1.012020875770482456e-02,3.063864557936036848e-01,1.687407269937897525e-02,0.000000000000000000e+00,1.403475462362744765e-12,1.245276080872516734e-12,7.878202720916402391e-02,1.200000000000000000e+01,3.939101360458201195e-02
2.769000000000000000e+03,3.103637319790575888e-01,7.232356176058236663e-01,3.164968915700205332e-01,9.705336242934495608e-03,3.067915553270860185e-01,1.687143101328214892e-02,0.000000000000000000e+00,1.403529130474466559e-12,1.245314711144428858e-12,7.878208489519503144e-02,5.000000000000000000e+00,3.939104244759751572e-02
2.769100000000000364e+03,3.489208674567278456e-01,7.232607004397026973e-01,3.164864779598851041e-01,9.293965430147061585e-03,3.071925125297380599e-01,1.686768290792661773e-02,0.000000000000000000e+00,1.403583016706287818e-12,1.240526066798358543e-12,7.878216529774362265e-02,9.000000000000000000e+00,3.939108264887181132e-02
2.769200000000000273e+03,3.868670728973200301e-01,7.232736324790619564e-01,3.164762290619522189e-01,8.934092789174334637e-03,3.075421362727778773e-01,1.686326649377012030e-02,0.000000000000000000e+00,1.403626478151340163e-12,1.245363339891755749e-12,7.878225877194287852e-02,9.000000000000000000e+00,3.939112938597143926e-02
2.769300000000000182e+03,3.557168683625668848e-01,7.232711878520350357e-01,3.164669276642937956e-01,8.641171019086693605e-03,3.078257566452071159e-01,1.685881853748158812e-02,0.000000000000000000e+00,1.403705618067776306e-12,1.245367750269953995e-12,7.878235169462914633e-02,9.000000000000000000e+00,3.939117584731457317e-02
2.769400000000000091e+03,3.005194157921109444e-01,7.232552138198243830e-01,3.164592727738958500e-01,8.394812455422118180e-03,3.080644603184737318e-01,1.685498531899221053e-02,0.000000000000000000e+00,1.403724792844970040e-12,1.245352429252902799e-12,7.878243054006331403e-02,1.200000000000000000e+01,3.939121527003165701e-02
2.769500000000000000e+03,4.299291796882498407e-01,7.232319145276657757e-01,3.164538282627601951e-01,8.147116414756322422e-03,3.083067118480038449e-01,1.685223046969891447e-02,0.000000000000000000e+00,1.403856685842626658e-12,1.240521808754073504e-12,7.878248600197131080e-02,5.000000000000000000e+00,3.939124300098565540e-02
2.769600000000000364e+03,5.639754032634431979e-01,7.232096500816249662e-01,3.164509848103211342e-01,7.840205490700219437e-03,3.086107793196208871e-01,1.685069701654268864e-02,0.000000000000000000e+00,1.403888722227111519e-12,1.245329825442843748e-12,7.878251582352485682e-02,5.000000000000000000e+00,3.939125791176242841e-02
2.769700000000000273e+03,6.470777999812526993e-01,7.231960441167334386e-01,3.164509366506933485e-01,7.427527218104912343e-03,3.090234094325884362e-01,1.685016486784372478e-02,0.000000000000000000e+00,1.403964370488285832e-12,1.245329578907120438e-12,7.878252542006951298e-02,5.000000000000000000e+00,3.939126271003475649e-02
2.769800000000000182e+03,6.644778235493802310e-01,7.231954262264227440e-01,3.164536730134264730e-01,6.892187909099206644e-03,3.095614851043272386e-01,1.685011645721850443e-02,0.000000000000000000e+00,1.403986405394518243e-12,1.240521531003294518e-12,7.878252615945478821e-02,5.000000000000000000e+00,3.939126307972739410e-02
2.769900000000000091e+03,6.129910056036838029e-01,7.232074983749355868e-01,3.164589830908010049e-01,6.256458199653314178e-03,3.102025248911476907e-01,1.684989085163700329e-02,0.000000000000000000e+00,1.404008688152509836e-12,1.245360304128171295e-12,7.878253193059182868e-02,5.000000000000000000e+00,3.939126596529591434e-02
2.770000000000000000e+03,5.018089964394881752e-01,7.232276563452272322e-01,3.164664729358125927e-01,5.579332055284241809e-03,3.108871408805283787e-01,1.684888025466593775e-02,0.000000000000000000e+00,1.404089538105948233e-12,1.245399212177312596e-12,7.878255507598695695e-02,5.000000000000000000e+00,3.939127753799347847e-02
2.770100000000000364e+03,3.502424945645182808e-01,7.232487907597100474e-01,3.164755927480522590e-01,4.942730042199444673e-03,3.115328627058527866e-01,1.684671043344981162e-02,0.000000000000000000e+00,1.404135508342003124e-12,1.240623023360417508e-12,7.878260282930266145e-02,5.000000000000000000e+00,3.939130141465133073e-02
2.770200000000000273e+03,3.197675354413432314e-01,7.232638677841312091e-01,3.164856732513092741e-01,4.430411550213578242e-03,3.120552617010957097e-01,1.684335164743562194e-02,0.000000000000000000e+00,1.404188992198058237e-12,1.245474951770640659e-12,7.878267520228318666e-02,9.000000000000000000e+00,3.939133760114159333e-02
2.770300000000000182e+03,3.830047377784387974e-01,7.232683413550072826e-01,3.164959699812423533e-01,4.105802231449143247e-03,3.123901677497932239e-01,1.683912737110363281e-02,0.000000000000000000e+00,1.404235990969167406e-12,1.245489980808792611e-12,7.878276491230053191e-02,9.000000000000000000e+00,3.939138245615026596e-02
2.770400000000000091e+03,3.787254488596762947e-01,7.232615562469439929e-01,3.165057140369020305e-01,3.995118228338652433e-03,3.125105958085633850e-01,1.683461827047218196e-02,0.000000000000000000e+00,1.404283835749706164e-12,1.245499975045825402e-12,7.878285945042737271e-02,9.000000000000000000e+00,3.939142972521368635e-02
2.770500000000000000e+03,3.081462603909240761e-01,7.232467058223848166e-01,3.165141671273621893e-01,4.080398779170543028e-03,3.124337683481916428e-01,1.683048978078312621e-02,0.000000000000000000e+00,1.404393960354672045e-12,1.240691802568145857e-12,7.878294478320709004e-02,9.000000000000000000e+00,3.939147239160354502e-02
2.770600000000000364e+03,3.781756288757324169e-01,7.232294469844791074e-01,3.165206776887288243e-01,4.303985374910702932e-03,3.122166923138181005e-01,1.682729432485934734e-02,0.000000000000000000e+00,1.404380953294595012e-12,1.245482974298152963e-12,7.878300960767645189e-02,1.200000000000000000e+01,3.939150480383822595e-02
2.770700000000000273e+03,5.332306985207383443e-01,7.232157477714995508e-01,3.165247337549620399e-01,4.582632230654481303e-03,3.119421015243075690e-01,1.682530697087145088e-02,0.000000000000000000e+00,1.404489458538827027e-12,1.245472964288008083e-12,7.878304880277092748e-02,1.200000000000000000e+01,3.939152440138546374e-02
2.770800000000000182e+03,6.436551095932409039e-01,7.232097841672594507e-01,3.165260075216869140e-01,4.826850243879834447e-03,3.116991572778070596e-01,1.682444359228528821e-02,0.000000000000000000e+00,1.404512241684503679e-12,1.240661552232508747e-12,7.878306494709656771e-02,1.200000000000000000e+01,3.939153247354828385e-02
2.770900000000000091e+03,6.894118536312855428e-01,7.232126349429142120e-01,3.165243864962552500e-01,4.960009818174092311e-03,3.115643766780811785e-01,1.682428602042618238e-02,0.000000000000000000e+00,1.404587647618430323e-12,1.245479224318537892e-12,7.878306745318178206e-02,1.200000000000000000e+01,3.939153372659089103e-02
2.771000000000000000e+03,6.619379394779152381e-01,7.232221845718300735e-01,3.165199869838212221e-01,4.932359439775827609e-03,3.115876275440453980e-01,1.682420662402476369e-02,0.000000000000000000e+00,1.404638545198789403e-12,1.245500024813297812e-12,7.878306968290602064e-02,1.200000000000000000e+01,3.939153484145301032e-02
2.771100000000000364e+03,5.663159936962058882e-01,7.232341735547571648e-01,3.165131474004496681e-01,4.727102062398107901e-03,3.117860453380515429e-01,1.682355501981032397e-02,0.000000000000000000e+00,1.404635059289580511e-12,1.240740024455023117e-12,7.878308499529167175e-02,1.200000000000000000e+01,3.939154249764583587e-02
2.771200000000000273e+03,4.200055811660126093e-01,7.232439184315021530e-01,3.165044012783018168e-01,4.358260675995146230e-03,3.121461406023066654e-01,1.682185125317251645e-02,0.000000000000000000e+00,1.404709092506013519e-12,1.245578819274201433e-12,7.878312287827080040e-02,1.200000000000000000e+01,3.939156143913540020e-02
2.771300000000000182e+03,2.967788699003932607e-01,7.232480163270106344e-01,3.164944324032493705e-01,3.862393431077798880e-03,3.126320389721715665e-01,1.681892814511756762e-02,0.000000000000000000e+00,1.404760248635523076e-12,1.245621633237396166e-12,7.878318620234525671e-02,5.000000000000000000e+00,3.939159310117262836e-02
2.771400000000000091e+03,3.693585862044512780e-01,7.232454151953174870e-01,3.164840167984468433e-01,3.287600501187169788e-03,3.131964162972596943e-01,1.681498077326736354e-02,0.000000000000000000e+00,1.404838189919681070e-12,1.245649206136486015e-12,7.878327033496522469e-02,9.000000000000000000e+00,3.939163516748261235e-02
2.771500000000000000e+03,3.919506859292144485e-01,7.232375237958397207e-01,3.164739577928354919e-01,2.683394742072006678e-03,3.137905630507634713e-01,1.681050853313032986e-02,0.000000000000000000e+00,1.404828158258947794e-12,1.240867699319640137e-12,7.878336441770276977e-02,9.000000000000000000e+00,3.939168220885138488e-02
2.771600000000000364e+03,3.447186365764766114e-01,7.232274245478931274e-01,3.164650209185156382e-01,2.094018757209964443e-03,3.143710021613056460e-01,1.680616688451936139e-02,0.000000000000000000e+00,1.404966314247050197e-12,1.245665409214120599e-12,7.878345453807993060e-02,9.000000000000000000e+00,3.939172726903996530e-02
2.771700000000000273e+03,3.147973883328564204e-01,7.232185817531731065e-01,3.164578748327692148e-01,1.556155076799736747e-03,3.149017197559694781e-01,1.680257261033245297e-02,0.000000000000000000e+00,1.404989636034969680e-12,1.245657127196293694e-12,7.878352791638675023e-02,1.200000000000000000e+01,3.939176395819337512e-02
2.771800000000000182e+03,4.697588239586275582e-01,7.232135862780182389e-01,3.164530430675158712e-01,1.100308193087845554e-03,3.153527348744280534e-01,1.680012038374335132e-02,0.000000000000000000e+00,1.405038597534716460e-12,1.240851644135305867e-12,7.878357680742259506e-02,5.000000000000000000e+00,3.939178840371129753e-02
2.771900000000000091e+03,5.950526930099906409e-01,7.232134027451403435e-01,3.164508695549002604e-01,7.539735344692100050e-04,3.156968960204310504e-01,1.679886532513749295e-02,0.000000000000000000e+00,1.405092019870214371e-12,1.245624079580963418e-12,7.878360084184617140e-02,5.000000000000000000e+00,3.939180042092308570e-02
2.772000000000000000e+03,6.641464788815882869e-01,7.232173341992315097e-01,3.164514990099915326e-01,5.443454512819023705e-04,3.159071535587096302e-01,1.679850667432639458e-02,0.000000000000000000e+00,1.405139306222183640e-12,1.245627711110442702e-12,7.878360706420971249e-02,5.000000000000000000e+00,3.939180353210485624e-02
2.772100000000000364e+03,6.645975922218905207e-01,7.232236075938200948e-01,3.164548717563216984e-01,4.987532835726282698e-04,3.159561184727490701e-01,1.679847744641491808e-02,0.000000000000000000e+00,1.405190716966767634e-12,1.240852182886557006e-12,7.878360773283334118e-02,5.000000000000000000e+00,3.939180386641667059e-02
2.772200000000000273e+03,5.962999214572266560e-01,7.232302445766385368e-01,3.164607316799737946e-01,6.420048834893110623e-04,3.158187267964844835e-01,1.679811319591869787e-02,0.000000000000000000e+00,1.405239325330479851e-12,1.245664044849999033e-12,7.878361665079441911e-02,5.000000000000000000e+00,3.939180832539720956e-02
2.772300000000000182e+03,4.715180586728143775e-01,7.232358099105309357e-01,3.164686457033467071e-01,9.909899507256625384e-04,3.154776557526210445e-01,1.679684949044208536e-02,0.000000000000000000e+00,1.405290079034247297e-12,1.245699892021612949e-12,7.878364514453428669e-02,5.000000000000000000e+00,3.939182257226714334e-02
2.772400000000000091e+03,3.162241480291011486e-01,7.232397409133914934e-01,3.164780332946886543e-01,1.547893490190660470e-03,3.149301398044980216e-01,1.679438940487873108e-02,0.000000000000000000e+00,1.405367907557143986e-12,1.245742475511196726e-12,7.878369879551297417e-02,1.200000000000000000e+01,3.939184939775648708e-02
2.772500000000000000e+03,3.438414209498652507e-01,7.232421918765848945e-01,3.164882047680929178e-01,2.293948095483611116e-03,3.141942566726093067e-01,1.679079149837676976e-02,0.000000000000000000e+00,1.405364021657413917e-12,1.240991867399619789e-12,7.878377579123567453e-02,9.000000000000000000e+00,3.939188789561783727e-02
2.772600000000000364e+03,3.916735477360837048e-01,7.232435658546672030e-01,3.164984071662038101e-01,3.185718662110495480e-03,3.133126885040933285e-01,1.678645235610006989e-02,0.000000000000000000e+00,1.405494973749684744e-12,1.245798588013696927e-12,7.878386737847226096e-02,9.000000000000000000e+00,3.939193368923613048e-02
2.772700000000000273e+03,3.696259939165269515e-01,7.232440434711771005e-01,3.165078761429358511e-01,4.155500516247398468e-03,3.123523756266884388e-01,1.678198886908269585e-02,0.000000000000000000e+00,1.405514979139871127e-12,1.245802220612383287e-12,7.878396038013783798e-02,9.000000000000000000e+00,3.939198019006891899e-02
2.772800000000000182e+03,2.945600174659632198e-01,7.232433952993242432e-01,3.165158914457217865e-01,5.116636940917310139e-03,3.113992545048044902e-01,1.677805501836524688e-02,0.000000000000000000e+00,1.405592394223541150e-12,1.241019911732269204e-12,7.878404112279817351e-02,5.000000000000000000e+00,3.939202056139908675e-02
2.772900000000000091e+03,4.177587503967071236e-01,7.232411965200709059e-01,3.165218325066451177e-01,5.973571769695022564e-03,3.105482607369500769e-01,1.677514745005118449e-02,0.000000000000000000e+00,1.405642780283083466e-12,1.245779971492228283e-12,7.878409959723643718e-02,1.200000000000000000e+01,3.939204979861821859e-02
2.773000000000000000e+03,5.640903897339205608e-01,7.232373325375590634e-01,3.165252296152623046e-01,6.635403892035452236e-03,3.098898257232268749e-01,1.677345770466196276e-02,0.000000000000000000e+00,1.405663699103309968e-12,1.245763412846126705e-12,7.878413250865844153e-02,1.200000000000000000e+01,3.939206625432922076e-02
2.773100000000000364e+03,6.598088686479415266e-01,7.232325042845546559e-01,3.165258055473751941e-01,7.030771974579290429e-03,3.094950335727958968e-01,1.677281525216878927e-02,0.000000000000000000e+00,1.405743527722008695e-12,1.240996620179280584e-12,7.878414422366171455e-02,1.200000000000000000e+01,3.939207211183085727e-02
2.773200000000000273e+03,6.873862191051127724e-01,7.232284028986784019e-01,3.165235026862553980e-01,7.121257497713246246e-03,3.094022451885421465e-01,1.677273837784561822e-02,0.000000000000000000e+00,1.405793671695579971e-12,1.245778257466156007e-12,7.878414536492059361e-02,1.200000000000000000e+01,3.939207268246029681e-02
2.773300000000000182e+03,6.416943506332852820e-01,7.232273527881428743e-01,3.165184917500756812e-01,6.910346482510339346e-03,3.096081452675653600e-01,1.677257764363000378e-02,0.000000000000000000e+00,1.405867134494737027e-12,1.245807073583813323e-12,7.878414958783042099e-02,1.200000000000000000e+01,3.939207479391521050e-02
2.773400000000000091e+03,5.312930317846183970e-01,7.232314697879020926e-01,3.165111601562142218e-01,6.445487592371512697e-03,3.100656725638427091e-01,1.677170901500711284e-02,0.000000000000000000e+00,1.405892753474214868e-12,1.245846299523561004e-12,7.878416956784238534e-02,1.200000000000000000e+01,3.939208478392119267e-02
2.773500000000000000e+03,3.762576510159558185e-01,7.232416389290809988e-01,3.165020805085718703e-01,5.811964018451537366e-03,3.106901164901203494e-01,1.676971914706440123e-02,0.000000000000000000e+00,1.405940755424526051e-12,1.245890232618405723e-12,7.878421333901616808e-02,1.200000000000000000e+01,3.939210666950808404e-02
2.773600000000000364e+03,3.090296354773585663e-01,7.232567631082287285e-01,3.164919622305364943e-01,5.119012760353945646e-03,3.113729494701825695e-01,1.676652793270983627e-02,0.000000000000000000e+00,1.406017116850187320e-12,1.245936383968173625e-12,7.878428195712358639e-02,9.000000000000000000e+00,3.939214097856179320e-02
2.773700000000000273e+03,3.795588229811079906e-01,7.232736888333790581e-01,3.164815914851134560e-01,4.480526677748702946e-03,3.120010648073647808e-01,1.676241216084192395e-02,0.000000000000000000e+00,1.406095728077253437e-12,1.245961704999827828e-12,7.878436912955610882e-02,9.000000000000000000e+00,3.939218456477805441e-02
2.773800000000000182e+03,3.834653600798418882e-01,7.232879774528945260e-01,3.164717658141773526e-01,3.994261408189522800e-03,3.124775044059878160e-01,1.675792334311827433e-02,0.000000000000000000e+00,1.406146627537572108e-12,1.241208674442685408e-12,7.878446298668573267e-02,9.000000000000000000e+00,3.939223149334286633e-02
2.773900000000000091e+03,3.196315554585928975e-01,7.232953459237211336e-01,3.164632301732403508e-01,3.724224231859168954e-03,3.127390059413811541e-01,1.675372396533051506e-02,0.000000000000000000e+00,1.406226699891978684e-12,1.241203202767714858e-12,7.878454957871300346e-02,9.000000000000000000e+00,3.939227478935650173e-02
2.774000000000000000e+03,3.528039085906544692e-01,7.232932908206306521e-01,3.164566202643105952e-01,3.690489345134967403e-03,3.127661309191756001e-01,1.675039061045927036e-02,0.000000000000000000e+00,1.406219022703062098e-12,1.245953705877228387e-12,7.878461709486529740e-02,5.000000000000000000e+00,3.939230854743264870e-02
2.774100000000000364e+03,5.048577937188164499e-01,7.232822691194757958e-01,3.164524175344729517e-01,3.869026286995091990e-03,3.125833912474778598e-01,1.674824244655396047e-02,0.000000000000000000e+00,1.406299675279069241e-12,1.241178466336731757e-12,7.878465947120320834e-02,5.000000000000000000e+00,3.939232973560160417e-02
2.774200000000000273e+03,6.160731635321177180e-01,7.232659126976936914e-01,3.164509183197515840e-01,4.201597091299330566e-03,3.122493212284522812e-01,1.674724625638383466e-02,0.000000000000000000e+00,1.406352025135614725e-12,1.245925682011134658e-12,7.878467820489908069e-02,5.000000000000000000e+00,3.939233910244954034e-02
2.774300000000000182e+03,6.670708260371471798e-01,7.232500788242373080e-01,3.164522178138624575e-01,4.613054008394068539e-03,3.118391638054683890e-01,1.674702642490605645e-02,0.000000000000000000e+00,1.406397622117602103e-12,1.245926881849434061e-12,7.878468181896243483e-02,5.000000000000000000e+00,3.939234090948121741e-02
