N,topo,Qstar,Q,delta,signedDelta,imMax,rigidity,K,rate
5,star,2.372198,2.392276,0.020078,0.020078,5.745688782e-16,0.806051764,1.5391,0.899675103
5,star,2.372198,2.394728,0.02253,0.02253,2.088607065e-15,0.805570776,1.541,0.898953963
5,star,2.372198,2.39748,0.025282,0.025282,1.09247599e-15,0.779689902,1.645,0.898145684
5,star,2.372198,2.400567,0.028369,0.028369,8.215428936e-16,0.771659763,1.6794,0.897239866
5,star,2.372198,2.404032,0.031834,0.031834,1.223148007e-15,0.806424627,1.5377,0.896224905
5,star,2.372198,2.407921,0.035723,0.035723,5.960351799e-17,0.802021862,1.5546,0.895087861
5,star,2.372198,2.412284,0.040086,0.040086,1.220863303e-15,0.627345166,2.5409,0.893814312
5,star,2.372198,2.41718,0.044982,0.044982,1.244051845e-15,0.782840333,1.6317,0.892388207
5,star,2.372198,2.422674,0.050476,0.050476,8.26597436e-16,0.805784162,1.5401,0.890791692
5,star,2.372198,2.428839,0.056641,0.056641,4.250088328e-17,0.797688702,1.5716,0.88900494
5,star,2.372198,2.435757,0.063559,0.063559,3.597382808e-16,0.807295278,1.5344,0.88700596
5,star,2.372198,2.44352,0.071322,0.071322,4.143490496e-16,0.813179086,1.5123,0.884770399
5,star,2.372198,2.452231,0.080033,0.080033,6.591949209e-17,0.802092168,1.5544,0.88227134
5,star,2.372198,2.462006,0.089808,0.089808,2.402388726e-16,0.793630003,1.5877,0.879479093
5,star,2.372198,2.472975,0.100777,0.100777,1.453901561e-15,0.811485348,1.5186,0.876360993
5,star,2.372198,2.485284,0.113085,0.113085,1.998401444e-15,0.798584628,1.568,0.872881202
5,star,2.372198,2.499096,0.126898,0.126898,2.828229878e-16,0.816576921,1.4997,0.86900053
5,star,2.372198,2.514595,0.142397,0.142397,2.413775969e-16,0.822090807,1.4797,0.864676286
5,star,2.372198,2.531987,0.159789,0.159789,2.215905953e-16,0.824335854,1.4716,0.859862172
5,star,2.372198,2.551503,0.179305,0.179305,1.110220511e-15,0.827214583,1.4614,0.854508241
5,star,2.372198,2.573403,0.201205,0.201205,1.665334537e-16,0.813819778,1.5099,0.848560939
5,star,2.372198,2.597978,0.22578,0.22578,3.261280135e-16,0.827308672,1.461,0.841963259
5,star,2.372198,2.625554,0.253356,0.253356,2.220446049e-15,0.77947663,1.6459,0.834655037
5,star,2.372198,2.656499,0.284301,0.284301,9.924962509e-16,0.838481219,1.4224,0.826573426
5,star,2.372198,2.691223,0.319025,0.319025,5.551115123e-16,0.745625474,1.7987,0.817653583
5,star,2.372198,2.730188,0.35799,0.35799,1.585767396e-15,0.846096477,1.3969,0.807829612
5,star,2.372198,2.773913,0.401714,0.401714,4.444098194e-16,0.851465716,1.3793,0.797035785
5,star,2.372198,2.822977,0.450779,0.450779,3.504141421e-16,0.853838394,1.3717,0.785208092
5,star,2.372198,2.878035,0.505837,0.505837,1.393414512e-16,0.860405524,1.3508,0.772286113
5,star,2.372198,2.939817,0.567619,0.567619,3.417435847e-15,0.866323672,1.3324,0.758215221
5,star,2.372198,3.009145,0.636947,0.636947,4.440892099e-16,0.861850974,1.3463,0.742949096
5,star,2.372198,3.086941,0.714743,0.714743,5.811323896e-17,0.877167047,1.2997,0.72645247
5,star,2.372198,3.174238,0.80204,0.80204,2.081668171e-16,0.881719763,1.2863,0.708704023
5,star,2.372198,3.272198,0.9,0.9,3.92548155e-17,0.881919373,1.2857,0.689699287
6,chain,2.884237,2.880237,0.004,-0.004,4.808146343e-15,0.074634635,179.5226,0.680243076
6,chain,2.884237,2.879749,0.004489,-0.004489,6.118493299e-15,0.076626239,170.3119,0.678887683
6,chain,2.884237,2.879201,0.005037,-0.005037,1.250714024e-15,0.078800791,161.0419,0.677410301
6,chain,2.884237,2.878585,0.005652,-0.005652,4.644241979e-15,0.08117113,151.7738,0.67580287
6,chain,2.884237,2.877895,0.006342,-0.006342,5.286050051e-15,0.08375057,142.5688,0.674057135
6,chain,2.884237,2.87712,0.007117,-0.007117,4.982349579e-15,0.086552895,133.4863,0.67216465
6,chain,2.884237,2.876251,0.007986,-0.007986,2.155850548e-15,0.089592371,124.5828,0.670116791
6,chain,2.884237,2.875276,0.008962,-0.008962,3.39703301e-15,0.092883759,115.9099,0.667904765
6,chain,2.884237,2.874181,0.010056,-0.010056,4.689496845e-15,0.096442341,107.5139,0.665519607
6,chain,2.884237,2.872953,0.011284,-0.011284,1.167652317e-15,0.100283946,99.4345,0.662952177
6,chain,2.884237,2.871575,0.012663,-0.012663,5.328218491e-15,0.10442499,91.7046,0.660193161
6,chain,2.884237,2.870028,0.014209,-0.014209,6.809981884e-16,0.108882522,84.3497,0.657233052
6,chain,2.884237,2.868293,0.015945,-0.015945,3.961829883e-15,0.113674276,77.3884,0.65406214
6,chain,2.884237,2.866345,0.017892,-0.017892,4.749813273e-15,0.118818726,70.8321,0.650670497
6,chain,2.884237,2.86416,0.020078,-0.020078,3.208097672e-15,0.124335152,64.6863,0.647047955
6,chain,2.884237,2.861708,0.02253,-0.02253,5.831377581e-15,0.130243705,58.9504,0.643184086
6,chain,2.884237,2.858956,0.025282,-0.025282,4.330042313e-15,0.136565476,53.6189,0.639068182
6,chain,2.884237,2.855868,0.028369,-0.028369,1.855237765e-15,0.143322571,48.6823,0.63468923
6,chain,2.884237,2.852403,0.031834,-0.031834,5.059866427e-15,0.150538183,44.1272,0.630035888
6,chain,2.884237,2.848515,0.035723,-0.035723,7.319100138e-16,0.158236662,39.938,0.625096463
6,chain,2.884237,2.844152,0.040086,-0.040086,1.335910976e-15,0.166443594,36.0966,0.619858887
6,chain,2.884237,2.839256,0.044982,-0.044982,2.578799285e-15,0.175185865,32.5838,0.61431069
6,chain,2.884237,2.833762,0.050476,-0.050476,6.490864842e-15,0.184491733,29.3796,0.60843898
6,chain,2.884237,2.827597,0.056641,-0.056641,5.708218507e-15,0.19439089,26.4636,0.60223041
6,chain,2.884237,2.820679,0.063559,-0.063559,5.75164764e-15,0.204914517,23.8152,0.595671157
6,chain,2.884237,2.812916,0.071322,-0.071322,7.046538684e-16,0.216095336,21.4146,0.588746888
6,chain,2.884237,2.804205,0.080033,-0.080033,2.34225464e-16,0.227967647,19.2421,0.581442728
6,chain,2.884237,2.79443,0.089808,-0.089808,1.815880601e-15,0.240567352,17.2793,0.573743222
6,chain,2.884237,2.783461,0.100777,-0.100777,8.581353847e-16,0.253931961,15.5083,0.565632289
6,chain,2.884237,2.771152,0.113085,-0.113085,1.65016312e-15,0.268100574,13.9125,0.557093177
6,chain,2.884237,2.75734,0.126898,-0.126898,8.025371577e-15,0.283113838,12.4761,0.548108395
6,chain,2.884237,2.741841,0.142397,-0.142397,3.132772238e-15,0.299013852,11.1845,0.538659641
6,chain,2.884237,2.724449,0.159789,-0.159789,6.570960308e-15,0.315844031,10.0243,0.528727718
6,chain,2.884237,2.704932,0.179305,-0.179305,1.257602845e-15,0.3336489,8.983,0.518292424
6,chain,2.884237,2.683032,0.201205,-0.201205,2.036287142e-15,0.352473798,8.0491,0.507332425
6,chain,2.884237,2.658457,0.22578,-0.22578,3.009895119e-15,0.372364471,7.2121,0.495825099
6,chain,2.884237,2.630881,0.253356,-0.253356,1.407581616e-15,0.393366515,6.4626,0.483746346
6,chain,2.884237,2.599936,0.284301,-0.284301,4.349551775e-16,0.415524627,5.7917,0.471070362
6,chain,2.884237,2.565212,0.319025,-0.319025,1.060856527e-15,0.438881603,5.1916,0.457769358
6,chain,2.884237,2.526247,0.35799,-0.35799,3.016821248e-15,0.463477015,4.6553,0.443813225
6,chain,2.884237,2.482523,0.401714,-0.401714,1.632747118e-15,0.489345456,4.1761,0.429169122
6,chain,2.884237,2.433458,0.450779,-0.450779,1.603615457e-15,0.516514237,3.7483,0.413800971
6,chain,2.884237,2.378401,0.505837,-0.505837,3.527094391e-15,0.545000366,3.3667,0.397668839
6,chain,2.884237,2.316618,0.567619,-0.567619,7.920882352e-17,0.57480659,3.0266,0.380728175
6,chain,2.884237,2.24729,0.636947,-0.636947,6.719748057e-15,0.605916235,2.7238,0.36292886
6,chain,2.884237,2.169495,0.714743,-0.714743,2.231818626e-16,0.638286473,2.4545,0.344214009
6,chain,2.884237,2.082197,0.80204,-0.80204,6.819329644e-16,0.671839549,2.2155,0.324518459
6,chain,2.884237,1.984237,0.9,-0.9,2.078328058e-15,0.706451369,2.0037,0.303766828
6,chain,2.884237,2.888237,0.004,0.004,4.647610337e-15,0.025076565,1590.2445,0.71471888
6,chain,2.884237,2.888726,0.004489,0.004489,4.263979397e-15,0.018066169,3063.8527,0.719719055
6,chain,2.884237,2.889274,0.005037,0.005037,2.643886626e-03,0.003632466,75787.3648,0.732751674
6,chain,2.884237,2.889889,0.005652,0.005652,1.445367849e-02,0.019856724,2536.2076,0.732614092
6,chain,2.884237,2.89058,0.006342,0.006342,2.086464631e-02,0.028662037,1217.2671,0.732459781
6,chain,2.884237,2.891354,0.007117,0.007117,2.625294117e-02,0.036060915,769.0003,0.732286719
6,chain,2.884237,2.892223,0.007986,0.007986,3.120676744e-02,0.04286134,544.3378,0.732092638
6,chain,2.884237,2.893199,0.008962,0.008962,3.595779866e-02,0.049381367,410.0849,0.731875004
6,chain,2.884237,2.894293,0.010056,0.010056,4.062816919e-02,0.055788484,321.3001,0.731630978
6,chain,2.884237,2.895522,0.011284,0.011284,4.529380701e-02,0.062186621,258.5866,0.731357385
6,chain,2.884237,2.8969,0.012663,0.012663,5.000755333e-02,0.068647905,212.2,0.731050676
6,chain,2.884237,2.898447,0.014209,0.014209,5.48094313e-02,0.075226761,176.7076,0.730706883
6,chain,2.884237,2.900182,0.015945,0.015945,5.973183181e-02,0.081967011,148.8407,0.730321574
6,chain,2.884237,2.902129,0.017892,0.017892,6.480238311e-02,0.088905805,126.5143,0.7298898
6,chain,2.884237,2.904315,0.020078,0.020078,7.004565051e-02,0.096075928,108.3355,0.729406039
6,chain,2.884237,2.906767,0.02253,0.02253,7.548419612e-02,0.103507227,93.338,0.728864134
6,chain,2.884237,2.909519,0.025282,0.025282,8.113926525e-02,0.11122752,80.8305,0.728257222
6,chain,2.884237,2.912607,0.028369,0.028369,8.703124189e-02,0.119263182,70.3052,0.727577668
6,chain,2.884237,2.916072,0.031834,0.031834,9.317995393e-02,0.127639513,61.3804,0.726816978
6,chain,2.884237,2.91996,0.035723,0.035723,9.960487505e-02,0.13638096,53.7641,0.725965716
6,chain,2.884237,2.924323,0.040086,0.040086,1.063252514e-01,0.145511223,47.2288,0.725013414
6,chain,2.884237,2.929219,0.044982,0.044982,1.1336017e-01,0.155053262,41.5947,0.723948476
6,chain,2.884237,2.934713,0.050476,0.050476,1.207285794e-01,0.165029238,36.7179,0.722758074
6,chain,2.884237,2.940878,0.056641,0.056641,1.284492671e-01,0.17546036,32.4819,0.721428047
6,chain,2.884237,2.947796,0.063559,0.063559,1.365407978e-01,0.186366667,28.7914,0.719942791
6,chain,2.884237,2.955559,0.071322,0.071322,1.450214121e-01,0.197766733,25.5678,0.718285155
6,chain,2.884237,2.96427,0.080033,0.080033,1.539088844e-01,0.209677274,22.7456,0.716436337
6,chain,2.884237,2.974045,0.089808,0.089808,1.63220339e-01,0.222112678,20.27,0.714375788
6,chain,2.884237,2.985014,0.100777,0.100777,1.729720209e-01,0.235084422,18.0947,0.712081125
6,chain,2.884237,2.997323,0.113085,0.113085,1.831790177e-01,0.248600375,16.1807,0.709528068
6,chain,2.884237,3.011135,0.126898,0.126898,1.938549307e-01,0.262663978,14.4944,0.706690395
6,chain,2.884237,3.026634,0.142397,0.142397,2.050114896e-01,0.277273274,13.0072,0.703539936
6,chain,2.884237,3.044026,0.159789,0.159789,2.166581101e-01,0.292419782,11.6946,0.700046614
6,chain,2.884237,3.063542,0.179305,0.179305,2.28801391e-01,0.308087199,10.5354,0.69617854
6,chain,2.884237,3.085442,0.201205,0.201205,2.414445522e-01,0.324249898,9.5113,0.691902187
6,chain,2.884237,3.110017,0.22578,0.22578,2.545868127e-01,0.340871226,8.6064,0.687182652
6,chain,2.884237,3.137594,0.253356,0.253356,2.682227159e-01,0.357901566,7.8068,0.68198403
6,chain,2.884237,3.168538,0.284301,0.284301,2.823414067e-01,0.375276154,7.1006,0.676269921
6,chain,2.884237,3.203262,0.319025,0.319025,2.96925875e-01,0.392912631,6.4775,0.670004087
6,chain,2.884237,3.242227,0.35799,0.35799,3.119521782e-01,0.410708316,5.9283,0.663151287
6,chain,2.884237,3.285952,0.401714,0.401714,3.273886655e-01,0.42853718,5.4453,0.655678308
6,chain,2.884237,3.335017,0.450779,0.450779,3.43195224e-01,0.446246497,5.0217,0.647555211
6,chain,2.884237,3.390074,0.505837,0.505837,3.593225735e-01,0.46365318,4.6517,0.638756806
6,chain,2.884237,3.451856,0.567619,0.567619,3.757116307e-01,0.480539752,4.3305,0.629264372
6,chain,2.884237,3.521184,0.636947,0.636947,3.922929564e-01,0.496649998,4.0541,0.619067609
6,chain,2.884237,3.59898,0.714743,0.714743,4.089862784e-01,0.511684316,3.8194,0.608166831
6,chain,2.884237,3.686277,0.80204,0.80204,4.257000463e-01,0.525294964,3.624,0.596575379
6,chain,2.884237,3.784237,0.9,0.9,4.423309057e-01,0.537081647,3.4667,0.584322215
6,ring,2.884237,2.880237,0.004,-0.004,9.166059276e-01,0.542565416,3.397,0.848894157
6,ring,2.884237,2.879749,0.004489,-0.004489,9.165581664e-01,0.736390282,1.8441,0.849014936
6,ring,2.884237,2.879201,0.005037,-0.005037,9.165045257e-01,0.733776422,1.8573,0.849150505
6,ring,2.884237,2.878585,0.005652,-0.005652,9.164442753e-01,0.735933818,1.8464,0.849302681
6,ring,2.884237,2.877895,0.006342,-0.006342,9.163765927e-01,0.736053053,1.8458,0.849473506
6,ring,2.884237,2.87712,0.007117,-0.007117,9.163005511e-01,0.733843339,1.8569,0.849665273
6,ring,2.884237,2.876251,0.007986,-0.007986,9.162151054e-01,0.735610449,1.848,0.849880559
6,ring,2.884237,2.875276,0.008962,-0.008962,9.161190766e-01,0.735593923,1.8481,0.850122265
6,ring,2.884237,2.874181,0.010056,-0.010056,9.160111336e-01,0.735217361,1.85,0.850393647
6,ring,2.884237,2.872953,0.011284,-0.011284,9.158897726e-01,0.735009114,1.851,0.850698372
6,ring,2.884237,2.871575,0.012663,-0.012663,9.157532934e-01,0.735129924,1.8504,0.851040563
6,ring,2.884237,2.870028,0.014209,-0.014209,9.155997719e-01,0.734776182,1.8522,0.85142486
6,ring,2.884237,2.868293,0.015945,-0.015945,9.154270283e-01,0.734169814,1.8553,0.851856489
6,ring,2.884237,2.866345,0.017892,-0.017892,9.152325907e-01,0.715902885,1.9512,0.852341331
6,ring,2.884237,2.86416,0.020078,-0.020078,9.15013652e-01,0.734226585,1.855,0.852886018
6,ring,2.884237,2.861708,0.02253,-0.02253,9.147670203e-01,0.731997481,1.8663,0.853498022
6,ring,2.884237,2.858956,0.025282,-0.025282,9.144890603e-01,0.731166276,1.8705,0.854185772
6,ring,2.884237,2.855868,0.028369,-0.028369,9.141756247e-01,0.732137613,1.8656,0.85495878
6,ring,2.884237,2.852403,0.031834,-0.031834,9.138219727e-01,0.731589882,1.8684,0.855827792
6,ring,2.884237,2.848515,0.035723,-0.035723,9.134226735e-01,0.732029125,1.8661,0.856804952
6,ring,2.884237,2.844152,0.040086,-0.040086,9.129714911e-01,0.731245902,1.8701,0.857903997
6,ring,2.884237,2.839256,0.044982,-0.044982,9.124612458e-01,0.73095838,1.8716,0.859140487
6,ring,2.884237,2.833762,0.050476,-0.050476,9.118836475e-01,0.72905487,1.8814,0.86053206
6,ring,2.884237,2.827597,0.056641,-0.056641,9.112290923e-01,0.72924684,1.8804,0.862098735
6,ring,2.884237,2.820679,0.063559,-0.063559,9.104864149e-01,0.728075204,1.8865,0.86386327
6,ring,2.884237,2.812916,0.071322,-0.071322,9.096425827e-01,0.72342419,1.9108,0.865851575
6,ring,2.884237,2.804205,0.080033,-0.080033,9.086823176e-01,0.725418548,1.9003,0.868093197
6,ring,2.884237,2.79443,0.089808,-0.089808,9.07587622e-01,0.724639828,1.9044,0.870621906
6,ring,2.884237,2.783461,0.100777,-0.100777,9.063371827e-01,0.719839363,1.9299,0.873476373
6,ring,2.884237,2.771152,0.113085,-0.113085,9.049056121e-01,0.720775213,1.9249,0.876701005
6,ring,2.884237,2.75734,0.126898,-0.126898,9.032624756e-01,0.719362808,1.9324,0.88034693
6,ring,2.884237,2.741841,0.142397,-0.142397,9.013710302e-01,0.716847057,1.946,0.88447321
6,ring,2.884237,2.724449,0.159789,-0.159789,8.991865739e-01,0.714001879,1.9616,0.88914831
6,ring,2.884237,2.704932,0.179305,-0.179305,8.966542582e-01,0.710315248,1.982,0.894451926
6,ring,2.884237,2.683032,0.201205,-0.201205,8.937061553e-01,0.707915948,1.9954,0.90047725
6,ring,2.884237,2.658457,0.22578,-0.22578,8.902572738e-01,0.7041507,2.0168,0.907333828
6,ring,2.884237,2.630881,0.253356,-0.253356,8.862000654e-01,0.699801242,2.042,0.915151203
6,ring,2.884237,2.599936,0.284301,-0.284301,8.813967311e-01,0.694595317,2.0727,0.924083614
6,ring,2.884237,2.565212,0.319025,-0.319025,8.756682568e-01,0.667255251,2.246,0.934316149
6,ring,2.884237,2.526247,0.35799,-0.35799,8.687784746e-01,0.68087948,2.157,0.946072933
6,ring,2.884237,2.482523,0.401714,-0.401714,8.604103795e-01,0.672475334,2.2113,0.959628234
6,ring,2.884237,2.433458,0.450779,-0.450779,8.501300275e-01,0.664207339,2.2667,0.975321814
6,ring,2.884237,2.378401,0.505837,-0.505837,8.373298383e-01,0.651279419,2.3576,0.993580644
6,ring,2.884237,2.316618,0.567619,-0.567619,8.211362989e-01,0.637726923,2.4588,1.014950389
6,ring,2.884237,2.24729,0.636947,-0.636947,8.002528667e-01,0.619886137,2.6024,1.040142298
6,ring,2.884237,2.169495,0.714743,-0.714743,7.726767328e-01,0.598783853,2.7891,1.070105073
6,ring,2.884237,2.082197,0.80204,-0.80204,7.351466927e-01,0.569613519,3.082,1.106138471
6,ring,2.884237,1.984237,0.9,-0.9,6.819383854e-01,0.511773916,3.8181,1.150078818
6,ring,2.884237,2.888237,0.004,0.004,9.17382538e-01,0.737526372,1.8384,0.84692106
6,ring,2.884237,2.888726,0.004489,0.004489,9.174296329e-01,0.735733128,1.8474,0.846800847
6,ring,2.884237,2.889274,0.005037,0.005037,9.174824346e-01,0.737710455,1.8375,0.84666599
6,ring,2.884237,2.889889,0.005652,0.005652,9.175416285e-01,0.718817755,1.9354,0.84651471
6,ring,2.884237,2.89058,0.006342,0.006342,9.176079806e-01,0.737810984,1.837,0.846345014
6,ring,2.884237,2.891354,0.007117,0.007117,9.176823469e-01,0.736469856,1.8437,0.846154668
6,ring,2.884237,2.892223,0.007986,0.007986,9.177656831e-01,0.708752748,1.9907,0.845941171
6,ring,2.884237,2.893199,0.008962,0.008962,9.178590557e-01,0.717321397,1.9434,0.845701719
6,ring,2.884237,2.894293,0.010056,0.010056,9.179636538e-01,0.73810893,1.8355,0.845433174
6,ring,2.884237,2.895522,0.011284,0.011284,9.18080803e-01,0.738194647,1.8351,0.845132022
6,ring,2.884237,2.8969,0.012663,0.012663,9.182119785e-01,0.724779997,1.9037,0.84479433
6,ring,2.884237,2.898447,0.014209,0.014209,9.183588214e-01,0.738121245,1.8355,0.844415697
6,ring,2.884237,2.900182,0.015945,0.015945,9.185231551e-01,0.50608317,3.9044,0.843991203
6,ring,2.884237,2.902129,0.017892,0.017892,9.187070024e-01,0.738594965,1.8331,0.843515342
6,ring,2.884237,2.904315,0.020078,0.020078,9.189126052e-01,0.739141454,1.8304,0.842981967
6,ring,2.884237,2.906767,0.02253,0.02253,9.19142443e-01,0.739030547,1.8309,0.842384206
6,ring,2.884237,2.909519,0.025282,0.025282,9.193992541e-01,0.739871363,1.8268,0.841714392
6,ring,2.884237,2.912607,0.028369,0.028369,9.19686056e-01,0.740470897,1.8238,0.840963968
6,ring,2.884237,2.916072,0.031834,0.031834,9.20006166e-01,0.740116818,1.8256,0.840123397
6,ring,2.884237,2.91996,0.035723,0.035723,9.203632213e-01,0.599074802,2.7864,0.839182051
6,ring,2.884237,2.924323,0.040086,0.040086,9.207611976e-01,0.728123885,1.8862,0.838128106
6,ring,2.884237,2.929219,0.044982,0.044982,9.212044258e-01,0.74289339,1.812,0.836948412
6,ring,2.884237,2.934713,0.050476,0.050476,9.216976045e-01,0.743611703,1.8085,0.835628366
6,ring,2.884237,2.940878,0.056641,0.056641,9.222458082e-01,0.743926011,1.8069,0.834151769
6,ring,2.884237,2.947796,0.063559,0.063559,9.228544877e-01,0.744465906,1.8043,0.832500682
6,ring,2.884237,2.955559,0.071322,0.071322,9.235294623e-01,0.745311954,1.8002,0.830655266
6,ring,2.884237,2.96427,0.080033,0.080033,9.242768998e-01,0.743101423,1.8109,0.828593622
6,ring,2.884237,2.974045,0.089808,0.089808,9.251032816e-01,0.745975015,1.797,0.826291631
6,ring,2.884237,2.985014,0.100777,0.100777,9.260153495e-01,0.749697114,1.7792,0.823722782
6,ring,2.884237,2.997323,0.113085,0.113085,9.270200313e-01,0.743628695,1.8084,0.820858021
6,ring,2.884237,3.011135,0.126898,0.126898,9.281243391e-01,0.726076551,1.8969,0.817665592
6,ring,2.884237,3.026634,0.142397,0.142397,9.293352385e-01,0.727921781,1.8873,0.814110909
6,ring,2.884237,3.044026,0.159789,0.159789,9.306594833e-01,0.755975474,1.7498,0.810156445
6,ring,2.884237,3.063542,0.179305,0.179305,9.321034134e-01,0.753094191,1.7632,0.805761657
6,ring,2.884237,3.085442,0.201205,0.201205,9.336727137e-01,0.761595476,1.7241,0.800882966
6,ring,2.884237,3.110017,0.22578,0.22578,9.353721338e-01,0.763226279,1.7167,0.795473793
6,ring,2.884237,3.137594,0.253356,0.253356,9.372051712e-01,0.767605745,1.6972,0.789484687
6,ring,2.884237,3.168538,0.284301,0.284301,9.391737241e-01,0.768999836,1.691,0.782863542
6,ring,2.884237,3.203262,0.319025,0.319025,9.412777257e-01,0.774214093,1.6683,0.77555596
6,ring,2.884237,3.242227,0.35799,0.35799,9.435147741e-01,0.778850454,1.6485,0.767505748
6,ring,2.884237,3.285952,0.401714,0.401714,9.458797824e-01,0.783618012,1.6285,0.758655606
6,ring,2.884237,3.335017,0.450779,0.450779,9.483646743e-01,0.787982008,1.6105,0.748948023
6,ring,2.884237,3.390074,0.505837,0.505837,9.509581604e-01,0.786185796,1.6179,0.738326398
6,ring,2.884237,3.451856,0.567619,0.567619,9.53645629e-01,0.798828065,1.5671,0.726736429
6,ring,2.884237,3.521184,0.636947,0.636947,9.564091872e-01,0.805196761,1.5424,0.714127764
6,ring,2.884237,3.59898,0.714743,0.714743,9.592278821e-01,0.787009103,1.6145,0.700455925
6,ring,2.884237,3.686277,0.80204,0.80204,9.620781216e-01,0.81599228,1.5019,0.685684489
6,ring,2.884237,3.784237,0.9,0.9,9.649342977e-01,0.818777629,1.4917,0.669787468
6,star,2.884237,2.880237,0.004,-0.004,1.120848207e-15,0.827481748,1.4604,0.727322311
6,star,2.884237,2.879749,0.004489,-0.004489,4.557159468e-15,0.840430227,1.4158,0.727419994
6,star,2.884237,2.879201,0.005037,-0.005037,1.2924232e-15,0.843851137,1.4043,0.727529634
6,star,2.884237,2.878585,0.005652,-0.005652,2.2759572e-15,0.796112475,1.5778,0.727652696
6,star,2.884237,2.877895,0.006342,-0.006342,1.580224666e-15,0.836700277,1.4284,0.727790827
6,star,2.884237,2.87712,0.007117,-0.007117,4.468424269e-15,0.816227181,1.501,0.72794588
6,star,2.884237,2.876251,0.007986,-0.007986,4.210228086e-16,0.844172885,1.4033,0.728119932
6,star,2.884237,2.875276,0.008962,-0.008962,8.887272972e-16,0.561531306,3.1714,0.728315321
6,star,2.884237,2.874181,0.010056,-0.010056,2.241262731e-15,0.767130794,1.6993,0.728534673
6,star,2.884237,2.872953,0.011284,-0.011284,1.189076233e-15,0.832995309,1.4412,0.728780941
6,star,2.884237,2.871575,0.012663,-0.012663,5.39488159e-15,0.804561904,1.5448,0.729057444
6,star,2.884237,2.870028,0.014209,-0.014209,1.883394699e-16,0.842054469,1.4103,0.729367916
6,star,2.884237,2.868293,0.015945,-0.015945,4.571313806e-15,0.831426251,1.4466,0.729716557
6,star,2.884237,2.866345,0.017892,-0.017892,1.795346603e-15,0.81554198,1.5035,0.730108094
6,star,2.884237,2.86416,0.020078,-0.020078,1.921079167e-15,0.840645917,1.4151,0.730547846
6,star,2.884237,2.861708,0.02253,-0.02253,4.157846389e-16,0.799494656,1.5645,0.731041805
6,star,2.884237,2.858956,0.025282,-0.025282,1.887379142e-15,0.840808667,1.4145,0.731596722
6,star,2.884237,2.855868,0.028369,-0.028369,2.551940863e-15,0.841983862,1.4106,0.732220204
6,star,2.884237,2.852403,0.031834,-0.031834,4.884330787e-15,0.836652142,1.4286,0.732920831
6,star,2.884237,2.848515,0.035723,-0.035723,5.500970773e-17,0.841232003,1.4131,0.733708283
6,star,2.884237,2.844152,0.040086,-0.040086,2.198328325e-15,0.825044152,1.4691,0.734593492
6,star,2.884237,2.839256,0.044982,-0.044982,4.385152425e-15,0.84477466,1.4013,0.735588808
6,star,2.884237,2.833762,0.050476,-0.050476,2.40385182e-15,0.842819706,1.4078,0.736708197
6,star,2.884237,2.827597,0.056641,-0.056641,4.10892464e-15,0.836246207,1.43,0.737967468
6,star,2.884237,2.820679,0.063559,-0.063559,4.252254473e-15,0.836519078,1.4291,0.73938453
6,star,2.884237,2.812916,0.071322,-0.071322,6.938893904e-16,0.762438061,1.7202,0.740979694
6,star,2.884237,2.804205,0.080033,-0.080033,1.668748411e-15,0.210721121,22.5208,0.742776027
6,star,2.884237,2.79443,0.089808,-0.089808,6.66134662e-16,0.726630636,1.894,0.744799752
6,star,2.884237,2.783461,0.100777,-0.100777,6.106226635e-16,0.832261806,1.4437,0.747080731
6,star,2.884237,2.771152,0.113085,-0.113085,3.376224153e-15,0.838643523,1.4218,0.749653019
6,star,2.884237,2.75734,0.126898,-0.126898,3.454728907e-15,0.752964725,1.7638,0.752555517
6,star,2.884237,2.741841,0.142397,-0.142397,2.108007101e-15,0.80526898,1.5421,0.755832746
6,star,2.884237,2.724449,0.159789,-0.159789,1.36604827e-16,0.654259747,2.3361,0.759535751
6,star,2.884237,2.704932,0.179305,-0.179305,7.630343839e-16,0.797826753,1.571,0.763723184
6,star,2.884237,2.683032,0.201205,-0.201205,3.946495908e-16,0.821807472,1.4807,0.768462568
6,star,2.884237,2.658457,0.22578,-0.22578,5.297688156e-15,0.824358324,1.4715,0.773831807
6,star,2.884237,2.630881,0.253356,-0.253356,6.106229604e-16,0.741542671,1.8186,0.779920956
6,star,2.884237,2.599936,0.284301,-0.284301,1.523984013e-16,0.808010962,1.5317,0.786834295
6,star,2.884237,2.565212,0.319025,-0.319025,5.911070244e-16,0.637562748,2.4601,0.794692733
6,star,2.884237,2.526247,0.35799,-0.35799,9.081548447e-16,0.774570901,1.6668,0.803636501
6,star,2.884237,2.482523,0.401714,-0.401714,1.89625415e-15,0.804947443,1.5434,0.813828069
6,star,2.884237,2.433458,0.450779,-0.450779,2.580401171e-17,0.551979408,3.2821,0.82545497
6,star,2.884237,2.378401,0.505837,-0.505837,2.110475417e-16,0.604455789,2.737,0.838731917
6,star,2.884237,2.316618,0.567619,-0.567619,4.400993459e-15,0.708534836,1.9919,0.85390076
6,star,2.884237,2.24729,0.636947,-0.636947,1.505130113e-15,0.71938302,1.9323,0.871225277
6,star,2.884237,2.169495,0.714743,-0.714743,7.964017119e-15,0.753782391,1.76,0.890974328
6,star,2.884237,2.082197,0.80204,-0.80204,5.456789534e-15,0.735164452,1.8503,0.913379474
